333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
344.20016906864146, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 10, 6]
355.3709385772185, path: [4, 11, 3, 1, 8, 0, 9, 2, 7, 5, 6, 10]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
341.60210795387303, path: [3, 1, 11, 4, 10, 6, 5, 7, 2, 8, 0, 9]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
341.602107953873, path: [10, 6, 5, 7, 2, 8, 0, 9, 3, 1, 11, 4]
340.31602054646237, path: [1, 3, 0, 9, 8, 2, 7, 6, 10, 5, 4, 11]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
341.602107953873, path: [7, 2, 8, 0, 9, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
344.20016906864146, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 10, 6]
340.3160205464624, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 5, 10, 6]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.3160205464624, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 5, 10, 6]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
341.602107953873, path: [7, 2, 8, 0, 9, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
341.60210795387303, path: [8, 0, 9, 3, 1, 11, 4, 10, 6, 5, 7, 2]
333.99037016682075, path: [8, 9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2]
340.31602054646237, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 6, 10, 5]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
340.31602054646237, path: [11, 1, 3, 0, 9, 8, 2, 7, 6, 10, 5, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
344.20016906864146, path: [1, 3, 0, 9, 8, 2, 7, 5, 10, 6, 4, 11]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
347.92775833351465, path: [5, 10, 6, 7, 2, 8, 0, 9, 3, 1, 11, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
347.110598349584, path: [8, 3, 1, 11, 4, 10, 6, 5, 7, 2, 9, 0]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
341.602107953873, path: [7, 2, 8, 0, 9, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.99037016682075, path: [5, 6, 10, 4, 11, 1, 3, 0, 9, 8, 2, 7]
341.602107953873, path: [7, 2, 8, 0, 9, 3, 1, 11, 4, 10, 6, 5]
341.602107953873, path: [10, 6, 5, 7, 2, 8, 0, 9, 3, 1, 11, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
344.20016906864146, path: [6, 10, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
341.602107953873, path: [10, 6, 5, 7, 2, 8, 0, 9, 3, 1, 11, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.31602054646237, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 6, 10, 5]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
340.31602054646237, path: [1, 3, 0, 9, 8, 2, 7, 6, 10, 5, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
344.20016906864146, path: [1, 3, 0, 9, 8, 2, 7, 5, 10, 6, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [8, 9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
340.31602054646237, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 6, 10, 5]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [8, 9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
344.20016906864146, path: [1, 3, 0, 9, 8, 2, 7, 5, 10, 6, 4, 11]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [5, 6, 10, 4, 11, 1, 3, 0, 9, 8, 2, 7]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [11, 4, 10, 6, 5, 7, 2, 8, 9, 0, 3, 1]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
347.92775833351465, path: [5, 10, 6, 7, 2, 8, 0, 9, 3, 1, 11, 4]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
344.20016906864146, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 10, 6]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [5, 6, 10, 4, 11, 1, 3, 0, 9, 8, 2, 7]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.99037016682075, path: [8, 9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [5, 6, 10, 4, 11, 1, 3, 0, 9, 8, 2, 7]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
340.3160205464624, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 5, 10, 6]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
340.3160205464624, path: [11, 4, 5, 10, 6, 7, 2, 8, 9, 0, 3, 1]
333.99037016682075, path: [5, 6, 10, 4, 11, 1, 3, 0, 9, 8, 2, 7]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [8, 9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
341.602107953873, path: [7, 2, 8, 0, 9, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.99037016682075, path: [11, 4, 10, 6, 5, 7, 2, 8, 9, 0, 3, 1]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
344.20016906864146, path: [1, 3, 0, 9, 8, 2, 7, 5, 10, 6, 4, 11]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [10, 6, 5, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [8, 9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
344.20016906864146, path: [1, 3, 0, 9, 8, 2, 7, 5, 10, 6, 4, 11]
344.20016906864146, path: [1, 3, 0, 9, 8, 2, 7, 5, 10, 6, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [4, 11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
333.9903701668208, path: [2, 7, 5, 6, 10, 4, 11, 1, 3, 0, 9, 8]
340.31602054646237, path: [5, 10, 6, 7, 2, 8, 9, 0, 3, 1, 11, 4]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [8, 9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
344.2001690686415, path: [2, 7, 5, 10, 6, 4, 11, 1, 3, 0, 9, 8]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
333.9903701668207, path: [1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4, 11]
333.99037016682075, path: [5, 6, 10, 4, 11, 1, 3, 0, 9, 8, 2, 7]
333.9903701668207, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 10, 6, 5]
333.99037016682075, path: [9, 0, 3, 1, 11, 4, 10, 6, 5, 7, 2, 8]
341.602107953873, path: [10, 6, 5, 7, 2, 8, 0, 9, 3, 1, 11, 4]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
344.20016906864146, path: [1, 3, 0, 9, 8, 2, 7, 5, 10, 6, 4, 11]
333.9903701668207, path: [11, 1, 3, 0, 9, 8, 2, 7, 5, 6, 10, 4]
340.3160205464624, path: [7, 2, 8, 9, 0, 3, 1, 11, 4, 5, 10, 6]
340.3160205464625, path: [9, 0, 3, 1, 11, 4, 5, 10, 6, 7, 2, 8]
